WKT;Gemeinde;PLZ;Adresse Gemeindeamt;Lat;Lon;osm_id;building;location;landuse/operator;operator/voltage;Polit. Gemeinde;distance
MULTILINESTRING ((459450.267136906 5269315.55715108,460092.450579844 5271181.61662204));Admont;8913;Hauptstra�e 36;47,5759872;14,46080779;96959342;substation;Umspannwerk Hall;;110000;Admont;1973,468399
MULTILINESTRING ((518059.019973299 5265701.32453054,515686.013069374 5263077.55556678));Aflenz;8624;Aflenz Kurort 9;47,544483;15,2399877;130382579;substation;Umspannwerk Thörl (i.b.);;;Thörl;3537,700573
MULTILINESTRING ((411555.590810537 5252504.90333434,407406.156160591 5251855.61140442));Aich;8966;Aich 8;47,41999599;13,82742227;90431884;substation;Umspannwerk Haus;Energie Steiermark;;Haus;4199,927133
MULTILINESTRING ((438359.120825665 5259298.76902846,432755.336714196 5260093.60891747));Aigen_im_Ennstal;8943;Aigen im Ennstal 6;47,484205;14,181785;91013052;substation;Umspannwerk Irdning;;110000;Irdning-Donnersbachtal;5659,873392
MULTILINESTRING ((552885.954265813 5219108.88250451,553506.392442385 5217921.48462537));Albersdorf-Prebuch;8211;Albersdorf 160;47,1233623;15,69724142;96210904;substation;Umspannwerk Gleisdorf (i.b.);;;Gleisdorf;1339,722827
MULTILINESTRING ((542120.852195716 5195913.34690339,545833.509161552 5195465.24705981));Allerheiligen_bei_Wildon;8412;Allerheiligen bei Wildon 240;46,9154176;15,5531635;160783280;substation;Umspannwerk Feiting;;110000;Allerheiligen bei Wildon;3739,600943
MULTILINESTRING ((407283.633588866 5277133.36270017,409186.738464768 5273992.19881039));Altaussee;8992;Fischerndorf 61;47,6409566;13,7656102;95644443;substation;Umspannwekr Bad Aussee;;110000;Bad Aussee;3672,69911
MULTILINESTRING ((473717.609015712 5285518.77432922,476263.125314455 5284501.89046443));Altenmarkt_bei_Sankt_Gallen;8934;Altenmarkt 2;47,7225117;14,6495429;96826419;substation;Umspannwerk Essling;;;Altenmarkt bei St. Gallen;2741,114011
MULTILINESTRING ((552311.346182868 5235858.77865335,552167.081226853 5243705.72257617));Anger;8184;S�dtiroler Platz 3;47,2741203;15,6916222;99745003;substation;Umspannwerk Birkfeld;;;Birkfeld;7848,269956
MULTILINESTRING ((452426.074908043 5271124.20695598,451023.37654603 5270839.72388142));Ardning;8904;Ardning 250;47,59178309;14,36721604;103387969;substation;Umspannwerk Ardning;;110000;Ardning;1431,255852
MULTILINESTRING ((530733.35013496 5169359.84769582,521456.560905853 5177591.05285445));Arnfels;8454;Hauptplatz 33;46,6770912;15,4018358;89555133;substation;Umspannwerk Bergla;STEWEAG;110000;St. Martin im Sulmtal;12402,07873
MULTILINESTRING ((408661.245609769 5273753.91598791,409186.738464768 5273992.19881039));Bad_Aussee;8990;Hauptstra�e 48;47,6107518;13,7846519;95644443;substation;Umspannwekr Bad Aussee;;110000;Bad Aussee;576,9934524
MULTILINESTRING ((580466.002446116 5218607.49328158,575006.937519187 5221463.2337118));Bad_Blumau;8283;Bad Blumau 65;47,1160612;16,0607105;99730271;substation;Umspannwerk Hohenbrugg;;;Bad Waltersdorf;6160,896305
MULTILINESTRING ((569226.130972178 5191847.08831403,568693.982948384 5190229.34138403));Bad_Gleichenberg;8343;Kaiser-Franz-Josef-Stra�e 1 top 1;46,8765571;15,9084759;99791175;substation;Umspannwerk Merkendorf;;110000;Bad Gleichenberg;1703,022797
MULTILINESTRING ((583709.50847024 5207293.04433924,580643.108531442 5211470.09655909));Bad_Loipersdorf;8280;Am Dorfplatz 44;47,0138613;16,1013599;99730272;substation;Umspannwerk Fürstenfeld;Energie Netze Steiermark GmbH;110000;Fürstenfeld;5181,753934
MULTILINESTRING ((419593.428497758 5267418.9735145,409186.738464768 5273992.19881039));Bad_Mitterndorf;8984;Bad Mitterndorf 59;47,5552097;13,9312477;95644443;substation;Umspannwekr Bad Aussee;;110000;Bad Aussee;12308,79719
MULTILINESTRING ((575432.585331216 5170937.63686656,573155.811806696 5174328.21801356));Bad_Radkersburg;8490;Hauptplatz 1;46,6877434;15,9864705;321321455;substation;Umspannwerk Halbenrain (i.b.);;110000;Halbenrain;4084,08352
MULTILINESTRING ((515258.517734215 5178116.9953668,521456.560905853 5177591.05285445));Bad_Schwanberg;8530;Hauptplatz 6;46,7564298;15,1997963;89555133;substation;Umspannwerk Bergla;STEWEAG;110000;St. Martin im Sulmtal;6220,317893
MULTILINESTRING ((576694.734119131 5224361.62120974,575006.937519187 5221463.2337118));Bad_Waltersdorf;8264;Bad Waltersdorf 2;47,1682814;16,01198745;99730271;substation;Umspannwerk Hohenbrugg;;;Bad Waltersdorf;3353,998726
MULTILINESTRING ((509719.406149998 5213030.16591196,510234.167452873 5211364.1692088));B�rnbach;8572;Hauptplatz 1;47,0707128;15,1280129;96176843;substation;Umspannwerk Bärnbach (i.b.);;;Bärnbach;1743,7099
MULTILINESTRING ((552395.537005195 5244813.32768034,552167.081226853 5243705.72257617));Birkfeld;8191;Hauptplatz 13;47,3546831;15,693789;99745003;substation;Umspannwerk Birkfeld;;;Birkfeld;1130,92047
MULTILINESTRING ((532410.71164265 5248759.70132514,525548.213481174 5245486.31539717));Breitenau_am_Hochlantsch;8614;St. Jakob 9;47,3914885;15,4294606;707399017;substation;Umspannwerk Pernegg an er Mur (i.b.);;;Pernegg an der Mur;7603,218822
MULTILINESTRING ((520268.937802831 5250826.56221705,520663.734499194 5252245.0697574));Bruck_an_der_Mur;8600;Koloman-Wallisch-Platz 1;47,410576;15,268672;81611149;substation;Umspannwerk Bruck an der Mur;;110000;Bruck an der Mur;1472,422519
MULTILINESTRING ((577733.688277862 5230186.44521032,579399.748841685 5232444.47602138));Buch-Sankt_Magdalena;8294;St. Magdalena 55;47,2205655;16,0267046;102767009;substation;Umspannwerk Unterrohr;STEWEAG;110000;Rohr bei Hartberg;2806,146993
MULTILINESTRING ((583323.957931648 5221878.11170399,575006.937519187 5221463.2337118));Burgau;8291;Schlo�weg 1;47,1451316;16,0989834;99730271;substation;Umspannwerk Hohenbrugg;;;Bad Waltersdorf;8327,361664
MULTILINESTRING ((576331.983786606 5251763.33045419,575400.568945165 5249125.58214413));Dechantskirchen;8241;Dechantskirchen 34;47,41485415;16,01189367;96355233;substation;Umspannwerk Rohrbach;;;Rohrbach an der Lafnitz;2797,364787
MULTILINESTRING ((563329.524025585 5177994.71023993,559794.104002251 5176473.13428604));Deutsch_Goritz;8483;Deutsch Goritz 16;46,7524998;15,8291834;103401933;substation;Umspannwerk Gosdorf;;;Mureck;3848,946366
MULTILINESTRING ((525430.966666408 5227343.58483349,524445.980859832 5228060.6854106));Deutschfeistritz;8121;Grazerstra�e 1;47,1990924;15,33575481;96176841;substation;Umspannwerk Deutschfeistritz;;;Deutschfeistritz;1218,371978
MULTILINESTRING ((516132.723472908 5184535.1627659,517283.802481054 5184988.2370028));Deutschlandsberg;8524;Hauptplatz 35;46,8141666;15,2114692;87702041;substation;UW Deutschlandsberg;STEWEAG;110000;Deutschlandsberg;1237,036437
MULTILINESTRING ((528479.32973609 5199472.63354164,526334.513400467 5200332.90327156));Dobl-Zwaring;8504;Unterberg 30;46,9481719;15,3742404;103774165;substation;Umspannwerk Lieboch;;"110000;20000";Lieboch;2310,909155
MULTILINESTRING ((572688.54326636 5227997.02237449,575006.937519187 5221463.2337118));Ebersdorf;8272;Ebersdorf 222;47,20144459;15,95972293;99730271;substation;Umspannwerk Hohenbrugg;;;Bad Waltersdorf;6932,917582
MULTILINESTRING ((563603.887588815 5204260.67650907,568454.410275682 5200106.95457989));Edelsbach_bei_Feldbach;8330;Edelsbach 150;46,9888152;15,8364392;99755951;substation;Umspannwerk Feldbach;;110000;Feldbach;6385,99845
MULTILINESTRING ((503818.260497897 5207551.33382411,510234.167452873 5211364.1692088));Edelschrott;8583;Packer Stra�e 17;47,021471;15,0502435;96176843;substation;Umspannwerk Bärnbach (i.b.);;;Bärnbach;7463,348828
MULTILINESTRING ((545467.808561806 5218953.47911817,546741.571000562 5219656.69833212));Eggersdorf_bei_Graz;8302;Kirchplatz 4;47,1225175;15,5994318;103800082;substation;Umspannwerk Eggersdorf bei Graz (i.b.);;;Eggersdorf bei Graz;1454,98729
MULTILINESTRING ((544750.555618267 5174851.53069698,547472.252591711 5173816.95920263));Ehrenhausen_an_der_Weinstra�e;8461;Marktplatz 2;46,7257192;15,5856354;127516438;substation;Kraftwerk Spielfeld;;;Straß in Steiermark;2911,695828
MULTILINESTRING ((518596.235934051 5170226.46793582,521456.560905853 5177591.05285445));Eibiswald;8554;Eibiswald 17;46,68533733;15,24318104;89555133;substation;Umspannwerk Bergla;STEWEAG;110000;St. Martin im Sulmtal;7900,542384
MULTILINESTRING ((558998.002834107 5206715.07622576,555078.168000178 5215548.27010166));Eichk�gl;8332;Eichk�gl 30;47,01132615;15,77619403;83742801;substation;Umspannwerk Oststeiermark/Wünschendorf;"Verbund Austrian Power Grid AG;STEWEAG-STEG";"380000;110000";Hofstätten an der Raab;9663,871852
MULTILINESTRING ((491592.159936859 5265016.06896621,492233.440152244 5265822.60752386));Eisenerz;8790;Mario-Stecher-Platz 1;47,5385138;14,88828027;174523999;substation;Umspannwerk Eisenerz II;STEWEAG;;Eisenerz;1030,409996
MULTILINESTRING ((544999.544361401 5205284.81923606,537389.672679191 5207106.34706594));Empersdorf;8302;Empersdorf 1;46,9995565;15,5918959;95790224;substation;Umspannwerk Grambach;;"110000;20000";Raaba-Grambach;7824,839337
MULTILINESTRING ((576839.925213892 5198569.40414038,568454.410275682 5200106.95457989));Fehring;8362;Grazer Stra�e 1;46,93620475;16,009514;99755951;substation;Umspannwerk Feldbach;;110000;Feldbach;8525,310677
MULTILINESTRING ((562876.844132081 5227119.19982096,564061.411180497 5217798.3792225));Feistritztal;8265;Hirnsdorf 252;47,19455825;15,83006875;152303289;substation;Umspannwerk Unterrettenbach/AWP;;;Sinabelkirchen;9395,791383
MULTILINESTRING ((567635.51485556 5200274.81755092,568454.410275682 5200106.95457989));Feldbach;8344;Hauptplatz 13;46,952552;15,8888574;99755951;substation;Umspannwerk Feldbach;;110000;Feldbach;835,9232537
MULTILINESTRING ((533739.268911579 5206526.14221964,531776.046521452 5209063.12242404));Feldkirchen_bei_Graz;8401;Triester Stra�e 57;47,0113963;15,4438831;110540215;substation;Umspannwerk Graz-West (i.b.);;110000;Graz;3207,88259
MULTILINESTRING ((537915.458525867 5202291.96664865,537389.672679191 5207106.34706594));Fernitz-Mellach;8410;Erzherzog-Johann-Platz 21;46,9730692;15,49846979;95790224;substation;Umspannwerk Grambach;;"110000;20000";Raaba-Grambach;4843,006252
MULTILINESTRING ((548618.813458171 5254232.65336536,552167.081226853 5243705.72257617));Fischbach;8654;Fischbach 11 a;47,43972589;15,64481653;99745003;substation;Umspannwerk Birkfeld;;;Birkfeld;11108,84674
MULTILINESTRING ((538455.521635939 5244390.80374804,525548.213481174 5245486.31539717));Fladnitz_an_der_Teichalm;8163;Fladnitz an der Teichalm 100;47,3518499;15,5091763;707399017;substation;Umspannwerk Pernegg an er Mur (i.b.);;;Pernegg an der Mur;12953,71567
MULTILINESTRING ((555512.255420619 5233097.82018107,547799.430914718 5228348.97073074));Floing;8183;Lebing 5;47,24901505;15,73359555;79122729;substation;Umspannwerk Weiz;;;Weiz;9057,551157
MULTILINESTRING ((475583.702287406 5228410.56710881,479243.743887192 5225337.04373835));Fohnsdorf;8753;Hauptplatz 3;47,2087319;14,67758307;88684218;substation;Kraftwerk Zeltweg;;;Zeltweg;4779,377619
MULTILINESTRING ((519540.592275611 5185903.02637582,517283.802481054 5184988.2370028));Frauental_an_der_La�nitz;8530;Schulgasse 1;46,8263847;15,2561979;87702041;substation;UW Deutschlandsberg;STEWEAG;110000;Deutschlandsberg;2435,146766
MULTILINESTRING ((579749.827037619 5254747.70396345,581517.455736419 5253097.48890966));Friedberg;8243;Hauptplatz 20;47,4412944;16,0577323;195015816;substation;Umspannwerk Pinggau;;110000;Pinggau;2418,206141
MULTILINESTRING ((524859.527819396 5235438.01288473,524002.786677051 5236374.63743395));Frohnleiten;8131;Brucker Stra�e 2;47,2719499;15,3286605;103801374;substation;Umspannwerk Frohnleiten;;;Frohnleiten;1269,358472
MULTILINESTRING ((581591.125305144 5211446.98092898,580643.108531442 5211470.09655909));F�rstenfeld;8362;Augustinerplatz 1;47,05149945;16,07424333;99730272;substation;Umspannwerk Fürstenfeld;Energie Netze Steiermark GmbH;110000;Fürstenfeld;948,2985477
MULTILINESTRING ((477575.941742583 5235341.68037616,479243.743887192 5225337.04373835));Gaal;8731;Bischoffeld 25;47,2711709;14,7035425;88684218;substation;Kraftwerk Zeltweg;;;Zeltweg;10142,69778
MULTILINESTRING ((545018.646578875 5181232.64930779,542688.990197913 5183096.86728821));Gabersdorf;8424;Gabersdorf 93;46,7831228;15,58976975;83740188;substation;Umspannwerk Leibnitz;;;Leibnitz;2983,723769
MULTILINESTRING ((465849.009096695 5259863.05564383,459665.3874356 5260265.88024309));Gaishorn_am_See;8783;Gaishorn am See 59;47,4913054;14,5466229;91236151;substation;Umspannwerk Schwarzenbach;;;Trieben;6196,728532
MULTILINESTRING ((542025.333285366 5174223.1957682,547472.252591711 5173816.95920263));Gamlitz;8463;Obere Hauptstra�e 3;46,7202419;15,54991561;127516438;substation;Kraftwerk Spielfeld;;;Straß in Steiermark;5462,047059
MULTILINESTRING ((543484.985624199 5248040.68175099,552167.081226853 5243705.72257617));Gasen;8616;Gasen 3;47,38437535;15,57612395;99745003;substation;Umspannwerk Birkfeld;;;Birkfeld;9704,156589
MULTILINESTRING ((512656.912693971 5223878.14887049,524445.980859832 5228060.6854106));Geistthal-S�dingberg;8153;Geistthal 83;47,168279;15,1670074;96176841;substation;Umspannwerk Deutschfeistritz;;;Deutschfeistritz;12509,02635
MULTILINESTRING ((564086.310857195 5222759.98490232,564061.411180497 5217798.3792225));Gersdorf_an_der_Feistritz;8212;Gersdorf an der Feistritz 78;47,1552194;15,845411;152303289;substation;Umspannwerk Unterrettenbach/AWP;;;Sinabelkirchen;4961,668159
MULTILINESTRING ((528455.219252172 5179517.29961643,521456.560905853 5177591.05285445));Gleinst�tten;8443;Pistorf 160;46,76859895;15,37267903;89555133;substation;Umspannwerk Bergla;STEWEAG;110000;St. Martin im Sulmtal;7258,901104
MULTILINESTRING ((553997.546385253 5217043.04649055,553506.392442385 5217921.48462537));Gleisdorf;8302;Rathausplatz 1;47,104684;15,7116475;96210904;substation;Umspannwerk Gleisdorf (i.b.);;;Gleisdorf;1006,422253
MULTILINESTRING ((562268.783656452 5191606.43408864,568693.982948384 5190229.34138403));Gnas;8345;Gnas 46;46,87507982;15,81714964;99791175;substation;Umspannwerk Merkendorf;;110000;Bad Gleichenberg;6571,116363
MULTILINESTRING ((536590.023203845 5206116.67269367,537389.672679191 5207106.34706594));G�ssendorf;8077;Bundesstra�e 83;47,0075602;15,481354;95790224;substation;Umspannwerk Grambach;;"110000;20000";Raaba-Grambach;1272,357908
MULTILINESTRING ((574891.06056213 5243467.86915352,575400.568945165 5249125.58214413));Grafendorf_bei_Hartberg;8233;Hauptplatz 47;47,3403884;15,991395;96355233;substation;Umspannwerk Rohrbach;;;Rohrbach an der Lafnitz;5680,608689
MULTILINESTRING ((542269.170215807 5184729.426313,542688.990197913 5183096.86728821));Gralla;8431;Schulstra�e 7;46,81476905;15,55407475;83740188;substation;Umspannwerk Leibnitz;;;Leibnitz;1685,674283
MULTILINESTRING ((526470.463287228 5220248.38035812,525034.810548244 5221266.66299532));Gratkorn;8101;Dr.-Karl-Renner-Stra�e 47;47,13520635;15,3490601;96168202;substation;Umspannwerk Friesach;STEWEAG;;Gratkorn;1760,113154
MULTILINESTRING ((524209.14844829 5219952.40231844,525034.810548244 5221266.66299532));Gratwein-Stra�engel;8111;Hauptplatz 1;47,13263;15,3192252;96168202;substation;Umspannwerk Friesach;STEWEAG;;Gratkorn;1552,095045
MULTILINESTRING ((533273.254148416 5213083.93730079,533490.091283199 5210766.36819195));Graz;8010;Hauptplatz 1;47,0704298;15,4382352;95783711;substation;Umspannwerk Graz-Süd;;"110000;20000";Graz;2327,690898
MULTILINESTRING ((573489.33713543 5239341.54812719,576502.046007298 5236981.60900068));Greinbach;8225;Penzendorf 26;47,30342305;15,97216066;99731682;substation;Umspannwerk St. Johann in der Haide;;110000;St. Johann in der Haide;3826,973664
MULTILINESTRING ((417247.631857765 5255019.27555974,407406.156160591 5251855.61140442));Gr�bming;8962;Hauptstra�e 200;47,4433633;13,90240117;90431884;substation;Umspannwerk Haus;Energie Steiermark;;Haus;10337,47623
MULTILINESTRING ((524135.969807978 5185616.58155633,526958.915274542 5189041.96986963));Gro�_Sankt_Florian;8522;Marktplatz 3;46,8236563;15,3164322;103800075;substation;Umspannwerk Preding;;;Wettmannstätten;4438,727994
MULTILINESTRING ((533397.298674691 5176155.20773768,542688.990197913 5183096.86728821));Gro�klein;8462;Gro�klein 120;46,73811478;15,43715911;83740188;substation;Umspannwerk Leibnitz;;;Leibnitz;11598,36922
MULTILINESTRING ((567267.168372061 5222962.46890181,564061.411180497 5217798.3792225));Gro�steinbach;8264;Gro�steinbach 62;47,15672391;15,88739739;152303289;substation;Umspannwerk Unterrettenbach/AWP;;;Sinabelkirchen;6078,215313
MULTILINESTRING ((575184.057697605 5213546.91519778,580643.108531442 5211470.09655909));Gro�wilfersdorf;8362;Gro�wilfersdorf 102;47,07115338;15,99025;99730272;substation;Umspannwerk Fürstenfeld;Energie Netze Steiermark GmbH;110000;Fürstenfeld;5840,754375
MULTILINESTRING ((412735.52857039 5275448.30435543,409186.738464768 5273992.19881039));Grundlsee;8993;Br�uhof 97;47,6265559;13,83851474;95644443;substation;Umspannwekr Bad Aussee;;110000;Bad Aussee;3835,903358
MULTILINESTRING ((542693.888843275 5228272.20888314,547799.430914718 5228348.97073074));Gutenberg-Stenzengreith;8061;Kleinsemmering 96;47,2065536;15,56374969;79122729;substation;Umspannwerk Weiz;;;Weiz;5106,119096
MULTILINESTRING ((572378.958462014 5174971.8565071,573155.811806696 5174328.21801356));Halbenrain;8492;Halbenrain 220;46,72438058;15,94717711;321321455;substation;Umspannwerk Halbenrain (i.b.);;110000;Halbenrain;1008,846683
MULTILINESTRING ((539317.036852706 5210229.07006519,536393.375529639 5210118.53690282));Hart_bei_Graz;8075;Johann Kamper-Ring 1;47,0444086;15,5175849;210505516;substation;Umspannwerk Messendorf;;110000;Graz;2925,750008
MULTILINESTRING ((573335.95864064 5236845.27014272,573431.176998968 5235020.66669088));Hartberg;8230;Hauptplatz 10;47,2809812;15,96972131;96734998;substation;Umspannwerk Hartberg;STEWEAG;110000;Hartberg;1827,086285
MULTILINESTRING ((572558.792633126 5235823.73782338,573431.176998968 5235020.66669088));Hartberg_Umgebung;8274;Schildbach 200;47,2718769;15,9592802;96734998;substation;Umspannwerk Hartberg;STEWEAG;110000;Hartberg;1185,739316
MULTILINESTRING ((568347.49955206 5227257.59868207,575006.937519187 5221463.2337118));Hartl;8272;Hartl 185;47,1952575;15,9023019;99730271;substation;Umspannwerk Hohenbrugg;;;Bad Waltersdorf;8827,388031
MULTILINESTRING ((526858.818878381 5204043.7929805,526334.513400467 5200332.90327156));Haselsdorf-Tobelbad;8144;Karl-Hohl-Stra�e 67;46,98937375;15,35321675;103774165;substation;Umspannwerk Lieboch;;"110000;20000";Lieboch;3747,745811
MULTILINESTRING ((407097.059019827 5251490.60788163,407406.156160591 5251855.61140442));Haus;8967;Schlo�platz 47;47,41025162;13,76853848;90431884;substation;Umspannwerk Haus;Energie Steiermark;;Haus;478,2976208
MULTILINESTRING ((538599.566065965 5204336.11637799,537389.672679191 5207106.34706594));Hausmannst�tten;8071;Marktplatz 1�2;46,99142385;15,5076374;95790224;substation;Umspannwerk Grambach;;"110000;20000";Raaba-Grambach;3022,915823
MULTILINESTRING ((544698.491483929 5200318.3621521,545833.509161552 5195465.24705981));Heiligenkreuz_am_Waasen;8412;Marktplatz 2;46,9548871;15,5874466;160783280;substation;Umspannwerk Feiting;;110000;Allerheiligen bei Wildon;4984,073758
MULTILINESTRING ((537470.648543721 5178470.02442671,542688.990197913 5183096.86728821));Heimschuh;8451;Heimschuh 143;46,75872933;15,49066496;83740188;substation;Umspannwerk Leibnitz;;;Leibnitz;6974,149732
MULTILINESTRING ((534357.562873008 5190845.79165149,532206.819877158 5194546.52350557));Hengsberg;8504;Hengsberg 4;46,87026363;15,45083129;83740194;substation;Umspannwerk Kainachtal/Zwaring;"Verbund Austrian Power Grid AG;STEWEAG-STEG";"380000;110000";Dobl-Zwaring;4280,316774
MULTILINESTRING ((496813.980220774 5207322.6517726,510234.167452873 5211364.1692088));Hirschegg-Pack;9451;Hirschegg 24;47,0194165;14,9580776;96176843;substation;Umspannwerk Bärnbach (i.b.);;;Bärnbach;14015,5374
MULTILINESTRING ((522858.250867671 5209586.38858989,531776.046521452 5209063.12242404));Hitzendorf;8561;Hitzendorf 63;47,03939964;15,30088663;110540215;substation;Umspannwerk Graz-West (i.b.);;110000;Graz;8933,134209
MULTILINESTRING ((556532.934938419 5215608.80541178,555078.168000178 5215548.27010166));Hofst�tten_an_der_Raab;8200;Pirching 80;47,09156645;15,7448792;83742801;substation;Umspannwerk Oststeiermark/Wünschendorf;"Verbund Austrian Power Grid AG;STEWEAG-STEG";"380000;110000";Hofstätten an der Raab;1456,025882
MULTILINESTRING ((461049.605299939 5253481.28011154,459665.3874356 5260265.88024309));Hohentauern;8785;Tauernstra�e 15;47,4336147;14,4834729;91236151;substation;Umspannwerk Schwarzenbach;;;Trieben;6924,366978
MULTILINESTRING ((569512.161673277 5215012.95426629,564061.411180497 5217798.3792225));Ilz;8265;Ilz 58;47,08496555;15,91578157;152303289;substation;Umspannwerk Unterrettenbach/AWP;;;Sinabelkirchen;6121,215004
MULTILINESTRING ((559283.687676211 5221306.64429101,564061.411180497 5217798.3792225));Ilztal;8211;Prebensdorf 170;47,1425927;15,78187046;152303289;substation;Umspannwerk Unterrettenbach/AWP;;;Sinabelkirchen;5927,441748
MULTILINESTRING ((432412.985615415 5261719.17676557,432755.336714196 5260093.60891747));Irdning-Donnersbachtal;8953;Trautenfelserstra�e 200;47,5053908;14,10249511;91013052;substation;Umspannwerk Irdning;;110000;Irdning-Donnersbachtal;1661,226987
