wkt_geom;osm_id;cables;name;voltage;wires;ref;operator;length
LineString (16.85352359999999905 47.97645179999998533, 16.85236469999999898 47.97918159999999688, 16.85120369999999923 47.98193690000000089, 16.85005650000000088 47.98466789999999094, 16.84899100000000516 47.98715619999999404, 16.84795079999999956 47.98964670000000154, 16.84688219999999959 47.99217319999999631, 16.84567140000000052 47.99504569999999859, 16.84446979999999883 47.99789629999999363, 16.84327210000000008 48.00074459999999732, 16.84225049999999868 48.00317519999999405, 16.84113509999999891 48.00580629999999616, 16.84008229999999884 48.00831630000000416, 16.83897329999999926 48.01093369999999538, 16.83775969999999944 48.01381169999999088, 16.83657380000000003 48.01662359999999552, 16.83541179999999926 48.0193821000000014, 16.83424019999999999 48.0221339999999941, 16.8331432999999997 48.02470289999999409, 16.83195759999999908 48.02755439999999965, 16.83082200000000128 48.03024979999999999, 16.82979119999999895 48.0327053000000106, 16.82633219999999952 48.03380750000000177, 16.82278750000000045 48.03494460000000288, 16.81948089999999851 48.03600490000001599, 16.81556660000000036 48.03725179999999995, 16.81186190000000025 48.03842370000000273, 16.80848010000000059 48.03950099999999424, 16.80523339999999877 48.04053619999999825, 16.80138289999999657 48.0417638999999923, 16.79742930000000101 48.04232390000001374, 16.79333529999999897 48.0428994999999901, 16.78929039999999873 48.04346809999997703, 16.78526979999999824 48.04403469999999032, 16.78153740000000127 48.04456069999999812, 16.77771830000000008 48.04509900000000044, 16.77362970000000431 48.04567509999999686, 16.7696657000000009 48.04623730000000137, 16.76541100000000029 48.04683329999998875, 16.76112290000000016 48.04743969999999109, 16.75679020000000108 48.04804819999998955, 16.75425750000000136 48.0461449000000016, 16.75161789999999939 48.04416699999999452, 16.74907560000000117 48.04224669999999975, 16.74612949999999856 48.04004739999999174, 16.74327459999999945 48.03791240000000329, 16.741011799999999 48.0360831999999931, 16.73833390000000065 48.034103199999997, 16.73547800000000052 48.03203280000000319, 16.73152010000000089 48.0318375999999958, 16.7271958000000005 48.0316250999999852, 16.72294279999999844 48.03139319999998946, 16.71868419999999844 48.03117809999999821, 16.71446999999999861 48.03095139999999219, 16.71032669999999953 48.03087680000000148, 16.7061124999999997 48.03078620000000143, 16.70167999999999964 48.03068429999999012, 16.69708119999999951 48.03058560000000199, 16.69353579999999937 48.03050470000000871, 16.6895623999999998 48.03040609999999333, 16.68503510000000034 48.03031739999999417, 16.68046830000000114 48.03020810000000296, 16.67645290000000458 48.03011729999999346, 16.6720372999999995 48.03001659999998907, 16.66792789999999869 48.0299204999999958, 16.66349389999999886 48.02982730000000089, 16.65937149999999889 48.02972509999998607, 16.65513479999999902 48.02942590000000678, 16.65098610000000079 48.02913579999999172, 16.64703310000000158 48.02883969999999891, 16.6428906000000012 48.02854310000000027, 16.63928569999999851 48.02829389999999421, 16.63532199999999861 48.02801089999999817, 16.6316814000000015 48.02775009999998446, 16.62763620000000131 48.02748629999999253, 16.62357970000000051 48.02717649999998883, 16.61950159999999954 48.02688770000000318, 16.61495389999999972 48.02654210000000745, 16.61090049999999962 48.02625019999999267, 16.60654170000000107 48.02639690000001593, 16.6021844999999999 48.02653579999999778, 16.59793679999999938 48.02669800000000322, 16.59379579999999876 48.02683239999998932, 16.58967009999999931 48.02697310000000641, 16.58586830000000134 48.02709629999999663, 16.58279380000000103 48.02719259999999224, 16.57836419999999933 48.02735149999999464, 16.57393739999999838 48.02750329999999934, 16.57070399999999921 48.02914439999998564, 16.56759130000000013 48.03070100000000053, 16.56442150000000169 48.03228639999999672, 16.56091440000000148 48.03406179999999637, 16.55743819999999999 48.0358009999999922, 16.55396340000000066 48.03755449999999882, 16.55040639999999996 48.03934849999999557, 16.54717720000000014 48.04096349999998949, 16.54389309999999824 48.04261660000000234, 16.54061110000000312 48.04427340000000157, 16.53740840000000034 48.04587500000000944, 16.53421570000000074 48.04748229999999154, 16.53103929999999977 48.04909040000000431, 16.52779509999999874 48.05071490000000267, 16.52444170000000057 48.05194350000000014, 16.52108060000000123 48.05317689999998976, 16.51720870000000119 48.05459539999999663, 16.51350479999999976 48.05595820000000629, 16.50980390000000142 48.05732110000001001, 16.50612830000000031 48.05867469999999742, 16.50280100000000161 48.05985510000000716, 16.49900020000000112 48.06126180000000403, 16.4952134000000008 48.06265459999999479, 16.49129419999999868 48.06409189999998688, 16.48728679999999969 48.06556189999999873, 16.48348539999999929 48.06693869999999436, 16.47959240000000136 48.0683680999999936, 16.47568990000000255 48.06979820000000814, 16.47177680000000066 48.07122880000000009, 16.46788069999999848 48.07265610000000322, 16.46398620000000079 48.07408710000000696, 16.46008429999999834 48.07550719999998989, 16.45844710000000077 48.07806019999999592, 16.45666749999999823 48.0808325999999866, 16.45490230000000054 48.0835802000000001, 16.45328710000000072 48.08606660000000943, 16.45167520000000039 48.08860130000000055, 16.44994600000000062 48.09127850000001558, 16.44685580000000513 48.09344370000000168, 16.4442522000000011 48.09529059999999845, 16.44175089999999884 48.0970372000000097, 16.43896020000000036 48.09902550000001042, 16.43612350000000077 48.10104089999998678, 16.43298869999999923 48.10322169999999886, 16.42995469999999969 48.10537869999999572, 16.42719680000000082 48.10733219999999477, 16.42691130000000044 48.11032550000000185, 16.42663329999999888 48.11336170000000578, 16.42635479999999859 48.11648390000000575, 16.4261076000000017 48.11914819999999793, 16.42581990000000047 48.12223459999999164, 16.42554540000000074 48.12515280000000217);119019121;2.0;"Wien Südost - Gy?r;Wien Südost - Neusiedl";220000;1;245;Austrian Power Grid AG;43108,77
LineString (16.83860140000000172 47.96071639999999547, 16.8386585999999987 47.96101769999999931, 16.83911020000000036 47.96318130000000934, 16.83957159999999931 47.96539159999999669, 16.84015559999999923 47.96818890000000124, 16.84351669999999856 47.97026859999999004, 16.84679029999999855 47.97229399999999799, 16.85017609999999877 47.97438879999999983, 16.85352359999999905 47.97645179999998533);96693012;2.0;"Wien Südost - Neusiedl;Neusiedl - Gy?r";220000;0;246A;;2195,16
LineString (17.69604209999999966 47.67277420000000632, 17.69760760000000133 47.67075479999999743, 17.69936459999999911 47.66836109999999849, 17.70139909999999972 47.66560909999999751, 17.7038454999999999 47.66295910000000902, 17.70592359999999843 47.66070419999998364, 17.70831159999999471 47.65812489999999713, 17.70510439999999974 47.65634809999999533, 17.70173529999999928 47.65448569999999506, 17.69846370000000135 47.6526771999999994, 17.69488559999999922 47.65070370000000111, 17.69112019999999674 47.64857729999999947, 17.68836699999999951 47.64637410000000273, 17.68593800000000016 47.64436469999999701, 17.68308310000000105 47.64208360000000653, 17.68003099999999961 47.63958889999998547, 17.67733679999999907 47.63742810000000816, 17.67447149999999922 47.63507890000000344, 17.67205489999999912 47.63550630000000297, 17.66866729999999919 47.63609340000000003, 17.66405789999999953 47.63689599999999302, 17.65951689999999985 47.63769539999999836, 17.65488260000000054 47.6385021999999978, 17.65065299999999837 47.63924800000000204, 17.64596560000000025 47.64005139999999727, 17.64120790000000127 47.64088229999999413, 17.63696970000000164 47.64163340000001057, 17.63237970000000487 47.64243489999999071, 17.62780759999999702 47.64323449999999127, 17.62316600000000122 47.64403380000000965, 17.62013939999999934 47.64542000000000854, 17.6166969999999985 47.64700529999999645, 17.61255870000000101 47.64889610000000175, 17.60936900000000094 47.65035830000000061, 17.60626750000000129 47.65176819999999935, 17.60308049999999724 47.65323869999998863, 17.59780599999999851 47.65565050000000014, 17.5943706000000013 47.65720550000000344, 17.59047250000000062 47.65900379999999359, 17.58648060000000157 47.66082809999999625, 17.58243399999999923 47.66267590000000354, 17.57847479999999862 47.66447159999998462, 17.57552839999999961 47.66604140000000456, 17.57212170000000029 47.66789120000000679, 17.56881100000000018 47.66967050000000228, 17.56538240000000073 47.67157290000000813, 17.56192340000000129 47.67350120000000402, 17.55852820000000136 47.67532689999999462, 17.55510389999999887 47.67723519999999837, 17.55197370000000134 47.67903960000000296, 17.54833210000000321 47.68101899999999915, 17.54495010000000121 47.68290819999999286, 17.54097889999999893 47.68500180000000199, 17.53787219999999891 47.68671169999998938, 17.53478919999999874 47.68844560000000143, 17.53135010000000094 47.69029509999999306, 17.52765959999999978 47.69232549999999549, 17.52403059999999968 47.69431269999998335, 17.52041120000000163 47.69630620000000931, 17.51688079999999914 47.69831609999999955, 17.51340060000000065 47.70020879999999153, 17.50993039999999823 47.70212240000000037, 17.50634289999999993 47.70410740000000516, 17.5027222000000009 47.70607429999999738, 17.49927020000000155 47.70798340000000337, 17.49578819999999979 47.70989980000000941, 17.49210439999999878 47.71190059999999988, 17.48853490000000122 47.71385270000000389, 17.48488310000000467 47.71584829999999045, 17.48121970000000047 47.71784859999998929, 17.47782460000000171 47.71971679999998628, 17.47414970000000167 47.72174899999999553, 17.47066230000000076 47.72366110000000816, 17.46714079999999925 47.72557419999999695, 17.46322680000000105 47.72761639999999517, 17.45992990000000233 47.72942829999999503, 17.45630609999999905 47.73141089999999309, 17.45267929999999978 47.73340590000000816, 17.44905310000000043 47.73538249999998584, 17.44543600000000438 47.73737649999999633, 17.44181580000000054 47.73935089999999093, 17.43829759999999851 47.74126649999999472, 17.43458210000000008 47.74330129999999173, 17.4311140999999985 47.74519380000000979, 17.42770970000000119 47.74707099999999826, 17.42419519999999977 47.74897670000000716, 17.42063590000000062 47.75093829999998718, 17.41685760000000016 47.75298600000000704, 17.4137659000000049 47.75472049999999058, 17.41002909999999915 47.75670419999999439, 17.40656470000000056 47.75870059999999739, 17.4027497000000011 47.7606978999999896, 17.39916519999999878 47.76266069999999075, 17.39552549999999798 47.76463099999999429, 17.39217680000000144 47.76646730000000218, 17.38864510000000152 47.7684945999999897, 17.38511240000000058 47.77045319999999151, 17.38165049999999923 47.77230670000000856, 17.37783459999999991 47.77429150000000391, 17.37422480000000036 47.7762867000000071, 17.37064170000000018 47.77823979999999437, 17.36728370000000155 47.78006269999999489, 17.36376489999999961 47.78197629999999663, 17.36059029999999836 47.78290460000000195, 17.35658010000000218 47.78413309999999825, 17.35336230000000057 47.78505599999999731, 17.34959569999999829 47.78703429999999486, 17.34551450000000017 47.78900920000000241, 17.341788600000001 47.79095270000000539, 17.33816819999999836 47.79294429999999494, 17.33444850000000059 47.79485879999999298, 17.33119399999999999 47.79656679999998659, 17.32739570000000029 47.79853409999999769, 17.32371140000000054 47.80046160000000555, 17.32001019999999869 47.8023840999999905, 17.31619450000000171 47.80437080000000094, 17.31241229999999831 47.80625409999999675, 17.30881169999999969 47.80812110000000814, 17.30515339999999824 47.81006780000000589, 17.30151150000000015 47.81193150000000003, 17.29784709999999848 47.8138495999999904, 17.29430359999999922 47.81572539999999805, 17.29055360000000263 47.81765509999998898, 17.28812209999999894 47.81890770000000401, 17.28570339999999916 47.82017419999998964, 17.28327540000000084 47.82141560000000169, 17.27962229999999977 47.82332639999999913, 17.27603189999999955 47.82521010000000672, 17.2744529 47.82603000000001003, 17.27240979999999837 47.82709080000000057, 17.26879660000000172 47.8289755999999997, 17.26515119999999825 47.83087840000000313, 17.26155490000000015 47.83276069999999436, 17.25785610000000148 47.83467789999998843, 17.25422280000000086 47.83655939999998452, 17.25048109999999824 47.83851870000000162, 17.24683429999999973 47.84041630000000822, 17.24324470000000176 47.84226329999999194, 17.23962029999999856 47.84414939999999206, 17.23607129999999898 47.84599960000000607, 17.23226280000000088 47.84797100000000114, 17.228950600000001 47.84971180000000857, 17.2253311999999994 47.85157939999999854, 17.22176220000000058 47.85343669999998895, 17.21813480000000141 47.85530820000001029, 17.21457180000000164 47.85715850000000415, 17.21091459999999884 47.85906900000000519, 17.20727910000000094 47.86096669999999165, 17.20365789999999961 47.86283860000001056, 17.20002369999999914 47.86473089999999786, 17.19621450000000351 47.86669979999999924, 17.19250519999999938 47.86863230000000158, 17.18884810000000485 47.87053240000000187, 17.18521499999999946 47.87242459999999511, 17.18161650000000051 47.87429430000000252, 17.17800550000000115 47.87615939999999881, 17.17431210000000164 47.87806309999999854, 17.17073320000000081 47.87991799999999643, 17.16708459999999903 47.8818357999999904, 17.16337319999999877 47.88373919999999373, 17.16002830000000046 47.88559029999999694, 17.15839880000000051 47.88654279999999375, 17.15521559999999823 47.8886709999999951, 17.15208600000000061 47.89089479999999099, 17.1491478000000015 47.89312389999999198, 17.1459861999999994 47.89538309999999655, 17.14286189999999976 47.8976252999999943, 17.13958269999999828 47.89996269999999612, 17.13627530000000121 47.90232569999999157, 17.13273570000000134 47.9047073999999995, 17.12945429999999902 47.90707189999999116, 17.12698320000000152 47.90884090000000128, 17.12367220000000145 47.91119329999999366, 17.1204111999999995 47.91353379999999618, 17.11734380000000044 47.91589329999999336, 17.11401619999999824 47.9182451999999941, 17.11070339999999845 47.92060490000000073, 17.10803890000000038 47.92179980000000938);614129759;2.0;;220000;2;;;59019,61
LineString (17.10803890000000038 47.92179980000000938, 17.1041521000000003 47.92183210000000315, 17.10014130000000065 47.92184889999999342, 17.09588670000000121 47.92185519999999599, 17.09172300000000178 47.92187799999999953, 17.0876778999999992 47.92189769999998816, 17.08337069999999969 47.92191909999999666, 17.07943930000000066 47.92193559999999763, 17.07503189999999904 47.92195070000000356, 17.07098609999999894 47.92197089999999804, 17.06693650000000062 47.92198789999999775, 17.06275970000000086 47.92199940000000424, 17.0583847999999989 47.92202369999998979, 17.05392129999999895 47.92204240000000937, 17.04991940000000028 47.92205909999999136, 17.04536870000000093 47.92207149999999416, 17.04100620000000177 47.92209640000000093, 17.0366983999999988 47.92211449999999928, 17.03239500000000106 47.92213249999999647, 17.02853319999999826 47.92362849999999952, 17.02464670000000169 47.92515109999999368, 17.02077549999999917 47.92665919999999602, 17.01689819999999997 47.92816899999999691, 17.01301330000000078 47.92968299999999715, 17.00908899999999946 47.93121159999999037, 17.00515359999999987 47.93274459999999237, 17.00114280000000022 47.93430599999999941, 16.99737109999999873 47.93577090000000851, 16.99351509999999976 47.93726840000000067, 16.98973579999999828 47.93874649999999349, 16.98602320000000176 47.94018989999999292, 16.98217680000000129 47.94169639999999077, 16.97845380000000048 47.94313780000000236, 16.97470660000000109 47.9446019000000021, 16.97098670000000098 47.94603589999999116, 16.9671422000000014 47.94755999999999574, 16.96337989999999962 47.9490185000000011, 16.95956070000000082 47.95050949999999546, 16.95574219999999954 47.95198750000000132, 16.95201120000000117 47.95342780000000715, 16.94824499999999645 47.95489569999998025, 16.94457039999999992 47.95632790000000512, 16.94075420000000065 47.95782309999999171, 16.93688369999999921 47.95933000000000135, 16.93275679999999994 47.96017839999998955, 16.92854099999999917 47.96104509999999976, 16.92447040000000058 47.96188189999998741, 16.92049139999999952 47.96269980000000288, 16.91637770000000174 47.96354539999999389, 16.91211390000000137 47.96442189999999073, 16.90796459999999968 47.9652748000000031, 16.9036888999999988 47.96615369999999956, 16.89953429999999912 47.96700770000000347, 16.89551859999999905 47.96783310000000711, 16.89119820000000161 47.96872109999999623, 16.88717240000000075 47.9695486000000102, 16.8830063999999993 47.97040489999999124, 16.87878170000000111 47.97127319999999884, 16.8747745000000009 47.97209679999999565, 16.87038629999999984 47.972998699999998, 16.86626000000000047 47.97384669999999574, 16.861975300000001 47.97472729999999785, 16.85774350000000155 47.9755970000000076, 16.85352359999999905 47.97645179999998533);128208610;2.0;"Wien Südost - Gy?r;Neusiedl - Gy?r";220000;2;245;Austrian Power Grid AG;20407,91
LineString (16.54591530000000077 47.84411289999999184, 16.54547030000000163 47.84387619999999686, 16.54535530000000065 47.84262920000000463, 16.54514269999999954 47.84051689999999724, 16.54494419999999977 47.83837239999999014, 16.54476019999999892 47.83638499999999283, 16.54458520000000021 47.8344945999999922, 16.54440759999999955 47.83257530000000912, 16.54421789999999959 47.83052669999999296, 16.54402490000000014 47.82844130000000149, 16.54267109999999974 47.82706240000000264, 16.54102849999999947 47.82541479999999723, 16.53840070000000395 47.82423600000000619, 16.53566470000000166 47.82300860000000142, 16.53304410000000146 47.82183300000000514, 16.53031280000000081 47.8206077000000036, 16.52783279999999877 47.81949509999999748, 16.52537239999999841 47.81839130000000182, 16.52276279999999886 47.81722049999999768, 16.52008640000000028 47.81601970000000534, 16.51726289999999864 47.814752900000002, 16.51458750000000109 47.81355249999999302, 16.51196330000000145 47.81237509999999702, 16.50919319999999857 47.8111321000000018, 16.50653630000000049 47.81063100000000077, 16.50346169999999901 47.81005100000000141, 16.50029389999999907 47.80945339999998822, 16.49706480000000042 47.80884429999998986, 16.49394260000000045 47.80825540000000018, 16.4907724999999985 47.80765739999999653, 16.48757990000000007 47.80705290000000929, 16.48451439999999835 47.80647679999999866, 16.48156900000000036 47.80592120000000733, 16.47877169999999936 47.80539350000000809, 16.47661959999999937 47.80498749999999575, 16.47465070000000154 47.80461609999998984, 16.47266580000000147 47.80424160000000455, 16.46966739999999874 47.80367590000000888, 16.46667709999999829 47.80311180000000348, 16.46376160000000155 47.80256179999999944, 16.46058550000000054 47.80196260000000308, 16.45767529999999823 47.80141349999999534, 16.45433180000000206 47.80078269999999208, 16.45123680000000022 47.80019879999998977, 16.44810379999999839 47.79960770000000281, 16.44681400000000338 47.80176420000000093, 16.44539689999999865 47.80413349999999895, 16.44391149999999868 47.8066166999999993, 16.44236569999999986 47.80920089999998623, 16.44080960000000147 47.81180220000000247, 16.43935799999999858 47.81422849999999158, 16.43781369999999953 47.81680979999998726, 16.43636629999999954 47.81922899999998577, 16.4348787999999999 47.82171499999999753, 16.43333110000000019 47.82431490000000451, 16.43171960000000098 47.82693419999999662, 16.43009650000000121 47.82969730000000652, 16.42855450000000062 47.83254589999998529, 16.42691400000000002 47.83502469999999818, 16.42532020000000159 47.83768729999999891, 16.4237327999999998 47.84024639999999096, 16.42230130000000088 47.84274349999999743, 16.42284700000000086 47.84440339999999026, 16.42342100000000116 47.84607750000000692, 16.42396659999999997 47.84778010000000137, 16.42461150000000103 47.84979659999999768, 16.42543350000000046 47.85208869999998882, 16.42629409999999979 47.85468229999999323, 16.42712579999999889 47.85707819999999657, 16.42731979999999936 47.85944049999999805, 16.42760810000000049 47.86181009999998537, 16.42790199999999956 47.86450330000000974, 16.42814200000000113 47.86695430000000329, 16.42841230000000152 47.86945499999999498, 16.42870920000000012 47.87220120000000634, 16.42901649999999947 47.87504289999998974, 16.42929840000000041 47.87776970000000176, 16.42958519999999822 47.88049649999999957, 16.42987970000000075 47.88312799999999214, 16.43015769999999875 47.88569110000000251, 16.43243989999999854 47.88781609999999489, 16.43486680000000177 47.89005159999999961, 16.43742089999999934 47.89243470000000258, 16.43998420000000138 47.89479120000000023, 16.4423250000000003 47.89694920000000167, 16.44462329999999994 47.89907089999999101, 16.44662990000000136 47.90092330000000942, 16.44883300000000048 47.90294829999999848, 16.45128959999999907 47.90520620000001628);128192856;2.0;Eisenstadt - Wimpassing;110000;1;126/6;Energie Burgenland AG;22456,54
LineString (16.44810379999999839 47.79960770000000281, 16.44484029999999919 47.79899199999999837, 16.44165380000000098 47.79839080000000706, 16.43859600000000043 47.7978139000000084, 16.4353410999999987 47.79719749999999578, 16.43216340000000031 47.79659569999999746, 16.42904120000000034 47.79600450000000222, 16.42590089999999847 47.79540980000000161, 16.42286029999999997 47.79483399999999449, 16.41964039999999869 47.79422419999999505, 16.41654469999999932 47.79363789999999312, 16.41354370000000173 47.79306960000000259, 16.41029059999999973 47.79245350000000769, 16.40712970000000226 47.79185480000000297, 16.40397259999999946 47.79125689999999338, 16.40089550000000074 47.79067409999998972, 16.39763560000000098 47.79005680000000211, 16.39487769999999855 47.78953440000000086, 16.39167989999999975 47.78892869999999249, 16.38859319999999897 47.78834410000001043, 16.38565129999999925 47.7877868999999933, 16.38243750000000176 47.78717819999999961, 16.37925290000000089 47.78657499999999914, 16.3761000999999986 47.7859778999999989);128196559;2.0;Hirm - Pöttsching;110000;1;126/65;Energie Burgenland AG;5602,12
