full_id;osm_id;osm_type;frequency;landuse;location;name;operator;power;substation;voltage;addr:city;addr:country;addr:housename;addr:housenumber;addr:postcode;addr:street;building;int_name;old_name;building:levels;barrier;height;ref;roof:shape;man_made;street_cabinet;building:material;roof:levels;roof:material;emergency;building:colour;at_bev:addr_date;source:location;addr:place;transformer;railway:position:exact;gas_insulated;building:part;material;phone;fence_type;name:old;rating;start_date;description;local_wiki;plant:output:electricity;plant:source;wikidata;plant:method;generator:type;wikipedia;plant:output:heat;official_name;addr:hamlet;plant:output:hot_water;alt_name
426098100;way;;;;UW Großraming 4 (i.B.);;substation;;;;;;;;;transformer_tower;;;;;;;hipped;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
426098076;way;;;;UW Großraming 5 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
453497497;way;;;;UW Großraming 6 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
408532980;way;;;;UW Grünbichl (i.B.);;substation;;;;;;;;;transformer_tower;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
423855438;way;;;;UW Gründberg (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
423854182;way;;;;UW Gründberg 2 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221698919;way;;;;UW Gunskirchen (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
518963689;way;;;;UW Gunskirchen 2 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;#e0dcb9;;;;;;;;;;;;;;;;;;;;;;;;;;;
222739981;way;;;;UW Gunskirchen 3 (i.B.);Netz OÖ;substation;;;;;;;;;yes;;;1;;;;;;;;;;;#a7995a;;;;;;;;;;;;;;;;;;;;;;;;;;;
322611894;way;;;;UW Gunskirchen 4 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351311360;way;;;;UW Gunskirchen Nord (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221686378;way;;;;UW Gunskirchen-Pfarrhofwies (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
321181552;way;;;;UW Hausruck-Prinsach (i.B.);Energie AG;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
427415196;way;50;;indoor;UW Hochhalting (i.B.);Energie AG;substation;distribution;;;;;;;;transformer_tower;;;;;;Jeging Pfaffing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
497064713;way;;;;UW Hochleiten (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29563097;way;50;;indoor;UW Hütte Süd 110kV;voestalpine Stahl GmbH;substation;transmission;110000;Linz;AT;Stat.099;72;4030;Lunzerstraße;industrial;Transformer Station 110kV;Umpannwerk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
331331317;way;;;;UW Irnharting (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128153329;way;;;;UW Jainzen (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319178647;way;;;;UW Johannisthal (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
446761133;way;;;;UW Kematen an der Krems (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337239506;way;;;;UW Kematen im Innbach (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175022770;way;50;;indoor;UW Kirchberg bei Mattighofen (i.B.);Netz OÖ;substation;distribution;;;;;;;;transformer_tower;;;;;9;Sauldorf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
408540163;way;;;;UW Kleinreifling (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
408540091;way;;;;UW Kleinreifling 2 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
365493403;way;50;;outdoor;UW Kraftwerk Passau (i.B.);;substation;transition;110000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;113;;;;;;;;;;;;;;;;;;;
258540847;way;;;;UW Kronstorf Mitte (i.B.);;substation;distribution;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143970704;way;;;;UW Laakirchen 2 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144017171;way;;;;UW Laakirchen 3 (i.B.);OKA;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
501980352;way;;;;UW Laakirchen 4 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
499008312;way;;;;UW Laakirchen Süd (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
557742425;way;;;;UW Laakirchen Weinberg (i.B.);;substation;distribution;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204882157;way;;;;UW Laakirchen-Sandhäuslberg (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305217693;way;;;;UW Lambach Mitte (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306636204;way;;;;UW Lambach West (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87526678;way;50;;outdoor;UW Marchtrenk - Süd (i.B.);;substation;distribution;110000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;;;;;;;;;;;;;;;;
704994796;way;;;;UW Marchtrenk Schafwiesen (i.B.);E-Werk Wels;substation;;;;;;;;;yes;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
406067832;way;;;;UW Marchtrenk-Maxlheid (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
406077445;way;;;;UW Marchtrenk-Maxlheid 2 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156698533;way;;;;UW Marchtrenk-Mitterperwend (i.B.);;substation;;;;;;;;;transformer_tower;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
488379041;way;;;;UW Marchtrenk-Mitterperwend 2 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
493756569;way;;;;UW Marchtrenk-Mitterperwend 3 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297618503;way;;;;UW Michaelnbach (i.B.);;substation;;;;;;;;;transformer_tower;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313805154;way;;;;UW Neuhausen (i.B.);Salzburg AG;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
390368249;way;;;;UW Oberburgfried  (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225881980;way;;;;UW Oberburgfried 2 (i.B.);Netz OÖ;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208004899;way;;;;UW Oberholzing (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
553681766;way;;;;UW Oberwang Süd (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
365677778;way;50;;indoor;UW Oedt (i.B.);;substation;converter;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204580024;way;;;;UW Ohlsdorf (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182319687;way;;;;UW Ottenhausen (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
413345261;way;;;;UW Ottenhausen 2 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
426311484;way;;;;UW Pechgraben (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246359121;way;;;;UW Pennewang (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
452175354;way;;;;UW Pramerdorf (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291222656;way;;;indoor;UW Preising 2 (i.B.);Energie AG;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
347934963;way;;;;UW Pürstling (i.B.);;substation;;;;;;;;;transformer_tower;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93982415;way;;;;UW Rannshofen Nord (i.B.);;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;;;;;;;;;;;;;;;;;
96323087;way;;;;UW Rannshofen Süd (i.B.);;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;;;;;;;;;;;;;;;;;;;
226279391;way;;;;UW Regau (i.B.);;substation;;;;;;;;;yes;;;;;;;hipped;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226279413;way;;;;UW Regau 2 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
347942542;way;;;;UW Regau 3 (i.B.);Netz. OÖ;substation;;;;;;;;;transformer_tower;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
364402900;way;;;;UW Regau 4 (i.B.);Energie AG;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
339415127;way;;;;UW Regau 5 (i.B.);;substation;;;;;;;;;transformer_tower;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333470700;way;;;indoor;UW Regau Süd (i.B.);;substation;;;;;;;;;transformer_tower;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
342543996;way;;;indoor;UW Regau Süd 2 (i.B.);;substation;;;;;;;;;service;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360264371;way;;;indoor;UW Regau Süd 3 (i.B.);Energie AG;substation;;;;;;;;;service;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335812357;way;;;;UW Ried im Innkreis Nord (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
405453790;way;;;;UW Ried in er Riedmark (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98308316;way;50;;outdoor;UW Rohrbach-Berg Süd (i.B.);;substation;distribution;110000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;;;;;;;;;;;;;;;;
319178649;way;;;;UW Rüstorf (i.B.);Netz OÖ;substation;;;;;;;;;transformer_tower;;;;;;;gabled;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324045685;way;;;;UW Sankt Agatha (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149539442;way;;;;UW Sattledt 2 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270577684;way;;;;UW Schickenedt (i.B.);Energie AG;substation;distribution;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205516761;way;;;;UW Schiedlberg (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289940729;way;;;;UW Schörgendorf (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319178650;way;50;;indoor;UW Schwanenstadt Ost (i.B.);Energie AG;substation;distribution;;;;;;;;transformer_tower;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122454383;way;;;;UW Schwöll (i.B.);;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;;;;;;;;;;;;;;;;
162982694;way;;;;UW St. Georgen am Attergau (i.B.);EAG;substation;;;;;;;;;detached;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248300883;way;;;;UW St. Georgen am Attergau 2 (i.B.);EAg;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;;;;;;;;;;;;;;;;;;;
247952572;way;;;;UW St. Ulrich bei Steyr (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163844185;way;;;;UW Steinbach an der Steyr (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193580585;way;;;;UW Steinbichl (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
355599810;way;;;;UW Steinkogel Süd (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
361645087;way;;;;UW Steinkogel Süd 2 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
426754843;way;;;;UW Steyr-Ennsleiten (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312302451;way;;;;UW Steyrling (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385096303;way;;;;UW Ternberg West (i.B.);Energie AG;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
744067751;way;;;;UW Ternberg West 2 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258553277;way;;;;UW Thaling (i.B.);;substation;distribution;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
513204495;way;;;;UW Thaling 2 (i.B.);;substation;;;;;;;;;transformer_tower;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
427593560;way;;;;UW Thann (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
422957020;way;;;;UW Thanstetten (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134787144;way;;;;UW Timelkam 2 (i.B.);Energie AG;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
706224187;way;;;;UW Timelkam 3 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33058565;way;50;;outdoor;UW Traun Süd (i.B.);Energie AG Oberösterreich;substation;transmission;110000;;;;;;;;;;;fence;2;;;;;;;;;;;;;;;;;4;metal;;;;;;;;;;;;;;;;;;
109606588;way;;;;UW Traunfall (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438120529;way;;;;UW Trölsberg (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438120537;way;;;;UW Trölsberg 2 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
408009938;way;;;;UW Trölsberg 3 (i.B.);;substation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116;;;;;;;;;;;;;;;;;;;
741084597;way;;;;UW Untergrünburg (i.B.);;substation;;;;;;;;;yes;;;;;;;hipped;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307410833;way;;;indoor;UW Unterlixlau (i.B.);Netz. OÖ;substation;;;;;;;;;service;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
713873062;way;;;;UW Vöcklabruck Mitte (i.B.);Netz OÖ;substation;;;;;;;;;yes;;;1;;;;hipped;;;;;;;#94b8b6;;;;;;;;;;;;;;;;;;;;;;;;;;;
431989670;way;;;;UW Vöcklabruck-Kirchberg (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
347995298;way;;;;UW Vöcklabruck-Pichlwang (i.B.);;substation;;;;;;;;;transformer_tower;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
377031566;way;;;;UW Vöcklabruck-Pichlwang 2 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
705890988;way;;;;UW Vöcklabruck-Pichlwang 3 (i.B.);;substation;;;;;;;;;yes;;;;;;;hipped;;;;;;;#d9debe;;;;;;;;;;;;;;;;;;;;;;;;;;;
347995299;way;;;;UW Vöcklabruck-Pichlwang Ost (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
377065016;way;;;;UW Vöcklabruck-West (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
377065017;way;;;;UW Vöcklabruck-West 2 (i.B.);;substation;;;;;;;;;yes;;;;;;;hipped;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232235567;way;;;;UW Wankham (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232235568;way;;;;UW Wankham 2 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;geoimage.at;;;;;;;;;;;;;;;;;;;;;;;;;
344865309;way;;;;UW Weißenkirchen an der Traun West (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130446553;way;;;;UW Wels-Aichberg (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156311593;way;;;;UW Wels-Gartenstadt (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310614574;way;;;;UW Wels-Gaßl (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86869360;way;;;;UW Wels-Neustadt  (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89663195;way;;;;UW Wels-Neustadt 2 (i.B.);;substation;;;;;;;;;yes;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110166361;way;;;;UW Wels-Neustadt 3 (i.B.);;substation;;;;;;;;;yes;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125956387;way;;;;UW Wels-Neustadt 4 (i.B.);EWW;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126047694;way;;;;UW Wels-Neustadt 5 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
400639947;way;;;;UW Wels-Neustadt 56(i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178373665;way;;;;UW Wels-Vogelweide (i.B.);EWW;substation;;;;;;;;;yes;;;1;;;;hipped;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
323446564;way;;;;UW Wels-Vogelweide 2 (i.B.);;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333508198;way;;;;UW Wels-Vogelweide 3 (i.B.);EWW;substation;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238043242;way;50;;indoor;UW Wolfern (i.B.);Energie AG;substation;distribution;;;;;;;;transformer_tower;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238129376;way;;;;UW Wolfern 2 (i.B.);;substation;distribution;;;;;;;;transformer_tower;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
